Entity,Code,Year,Transport (%),Electricity and heat production (%),Manufacturing industries & construction (%),Other sectors (%),Residential buildings & commercial and public services (%)
Albania,ALB,1971,18.9119170984456,20.7253886010363,35.2331606217617,24.0932642487047,1.29533678756477
Albania,ALB,1972,17.5280898876404,18.876404494382,39.1011235955056,22.4719101123595,1.79775280898876
Albania,ALB,1973,20.1530612244898,21.6836734693878,25.5102040816327,30.1020408163265,2.80612244897959
Albania,ALB,1974,20.1946472019465,19.9513381995134,26.0340632603406,31.1435523114355,2.91970802919708
Albania,ALB,1975,19.815668202765,18.4331797235023,21.889400921659,37.3271889400922,2.76497695852535
Albania,ALB,1976,21.3675213675214,17.3076923076923,20.9401709401709,37.3931623931624,3.20512820512821
Albania,ALB,1977,20.7661290322581,17.5403225806452,21.1693548387097,36.6935483870968,3.83064516129032
Albania,ALB,1978,19.9288256227758,17.0818505338078,23.6654804270463,35.9430604982206,3.38078291814947
Albania,ALB,1979,18.8059701492537,14.9253731343284,26.1194029850746,36.865671641791,3.28358208955224
Albania,ALB,1980,21.7327459618209,13.5095447870778,39.3538913362702,21.8795888399413,3.67107195301028
Albania,ALB,1981,14.017094017094,17.7777777777778,37.2649572649573,26.4957264957265,4.44444444444444
Albania,ALB,1982,13.911620294599,19.1489361702128,35.5155482815057,26.6775777414075,4.58265139116203
Albania,ALB,1983,13.963963963964,17.5675675675676,38.2882882882883,25.8258258258258,4.35435435435435
Albania,ALB,1984,18.2825484764543,16.8975069252078,36.2880886426593,25.0692520775623,3.46260387811634
Albania,ALB,1985,15.5619596541787,18.0115273775216,36.3112391930836,27.6657060518732,2.44956772334294
Albania,ALB,1986,14.5114942528736,18.1034482758621,35.7758620689655,29.1666666666667,2.44252873563218
Albania,ALB,1987,14.5027624309392,17.2651933701657,37.707182320442,28.1767955801105,2.34806629834254
Albania,ALB,1988,16.0390516039052,17.0153417015342,34.3096234309623,29.8465829846583,2.64993026499303
Albania,ALB,1989,14.0350877192982,18.1286549707602,45.4678362573099,19.4444444444444,3.07017543859649
Albania,ALB,1990,12.5220458553792,12.8747795414462,37.7425044091711,31.3932980599647,5.4673721340388
Albania,ALB,1991,13.9107611548556,14.1732283464567,37.007874015748,25.1968503937008,9.44881889763779
Albania,ALB,1992,19.1588785046729,19.1588785046729,35.5140186915888,13.5514018691589,13.0841121495327
Albania,ALB,1993,25.7575757575758,27.2727272727273,27.2727272727273,11.1111111111111,8.58585858585859
Albania,ALB,1994,31.0344827586207,30.0492610837438,22.6600985221675,8.3743842364532,7.88177339901478
Albania,ALB,1995,34.054054054054,21.6216216216216,26.4864864864865,4.32432432432433,13.5135135135135
Albania,ALB,1996,33.3333333333333,17.741935483871,24.7311827956989,5.91397849462366,18.2795698924731
Albania,ALB,1997,34.2657342657343,22.3776223776224,16.7832167832168,3.4965034965035,23.0769230769231
Albania,ALB,1998,42.0454545454545,18.75,22.7272727272727,2.84090909090909,13.6363636363636
Albania,ALB,1999,47.945205479452,9.93150684931507,16.7808219178082,17.4657534246575,8.21917808219178
Albania,ALB,2000,47.7272727272727,12.3376623376623,15.2597402597403,16.2337662337662,8.44155844155844
Albania,ALB,2001,47.8260869565217,10.8695652173913,16.7701863354037,16.1490683229814,8.69565217391304
Albania,ALB,2002,47.2,10.1333333333333,11.4666666666667,14.6666666666667,16.5333333333333
Albania,ALB,2003,50,9.42408376963351,13.0890052356021,15.7068062827225,11.5183246073298
Albania,ALB,2004,57.356608478803,6.98254364089776,13.715710723192,12.2194513715711,9.72568578553616
Albania,ALB,2005,62.0418848167539,7.85340314136126,11.7801047120419,8.90052356020942,9.42408376963351
Albania,ALB,2006,50.6596306068601,6.86015831134565,17.9419525065963,13.9841688654354,10.5540897097625
Albania,ALB,2007,55.5555555555556,8.73015873015873,16.9312169312169,11.6402116402116,7.40740740740741
Albania,ALB,2008,61.455525606469,7.54716981132076,13.4770889487871,8.62533692722372,8.89487870619946
Albania,ALB,2009,61.0079575596817,3.71352785145889,20.6896551724138,5.03978779840849,9.54907161803713
Albania,ALB,2010,56.7430025445293,2.54452926208651,26.4631043256997,6.10687022900764,8.14249363867684
